param,Evaluation Value,Iw-AUC,Bw-AUC,Iw-TNF,Iw-FPF,Iw-FNF,Bw-TPF,Bw-TNF,Bw-FPF,Bw-FNF
Gaussian:7 5 9 5 sigmoid tanh AdaGrad,0.416187307,0.537964929,0.720471977,0.548583517,0.795806374,0.305093053,0.632420499,0.907289761,0.511879382,0.324543328
Gaussian:7 Gaussian:7 5 5 1 tanh softmax RMSProp,0.416070135,0.930280679,0.885597389,0.929936352,0.456160209,0.769825471,0.560056337,0.368258377,0.009092069,0.133392383
Gaussian:7 Gaussian:7 9 5 1 sigmoid sigmoid RMSProp,0.415986753,0.288242795,0.224764877,0.327083463,0.501862738,0.977304869,0.277997196,0.11289251,0.792359572,0.70193386
Gaussian:7 Gaussian:7 3 9 3 sigmoid sigmoid AdaGrad,0.415916791,0.936991476,0.077234586,0.461823588,0.180164068,0.246198918,0.23755779,0.259805709,0.576685573,0.302490068
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 tanh sigmoid AdaGrad,0.415859262,0.085695247,0.68128781,0.395426901,0.133988258,0.079422323,0.641377301,0.455927515,0.98613025,0.883281607
Gaussian:7 5 3 5 tanh softmax RMSProp,0.415738686,0.876041655,0.342597584,0.910678523,0.085790738,0.595648431,0.384950189,0.366546346,0.771491548,0.102579131
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 sigmoid relu RMSProp,0.415639833,0.743645407,0.515349978,0.263378312,0.153958392,0.433212755,0.960950331,0.430574373,0.596146335,0.763759555
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 softmax softmax Adam,0.415490937,0.14631734,0.413569478,0.512778119,0.788643897,0.459543269,0.936146966,0.917788752,0.371588533,0.438172509
Gaussian:7 Gaussian:7 9 7 1 tanh relu AdaGrad,0.415305941,0.817482675,0.798104819,0.519271679,0.291996331,0.367435443,0.512576289,0.09209529,0.232475927,0.817747284
Gaussian:7 3 5 1 relu sigmoid RMSProp,0.415149608,0.593429729,0.507485381,0.483506507,0.81998257,0.520742308,0.676558349,0.082120958,0.300270105,0.155181389
Gaussian:7 Gaussian:7 3 9 5 tanh relu RMSProp,0.414373753,0.874594797,0.276007426,0.656628204,0.111225278,0.836492212,0.085254541,0.126063894,0.225917565,0.274133493
Gaussian:7 Gaussian:7 Gaussian:7 5 7 1 tanh relu AdaGrad,0.41401482,0.828115331,0.094252839,0.20421734,0.487574683,0.10146622,0.345068777,0.724479722,0.250973119,0.953693087
Gaussian:7 7 7 3 sigmoid sigmoid AdaGrad,0.413643008,0.722874003,0.074714731,0.037865078,0.143653481,0.525345017,0.021878455,0.601057953,0.988191548,0.26664332
Gaussian:7 7 5 3 relu softmax RMSProp,0.413468451,0.39190876,0.055002803,0.520541826,0.202992848,0.782681294,0.150566902,0.378645548,0.310123956,0.990115
Gaussian:7 5 7 5 softmax sigmoid AdaGrad,0.413455333,0.993389585,0.929060505,0.236360505,0.878123161,0.432097211,0.243452721,0.526774223,0.040320203,0.124885704
Gaussian:7 Gaussian:7 Gaussian:7 5 3 1 tanh sigmoid RMSProp,0.413388325,0.410923638,0.327306645,0.698589886,0.253254976,0.377159668,0.60280027,0.013151179,0.226631463,0.468576592
Gaussian:7 Gaussian:7 7 7 1 relu softmax AdaGrad,0.413041352,0.758100753,0.17803335,0.621902436,0.987924099,0.226843012,0.161522947,0.573551291,0.274284539,0.343347077
Gaussian:7 Gaussian:7 9 3 5 relu relu Adam,0.412928376,0.072901577,0.062934115,0.176005061,0.641632389,0.473744376,0.60846625,0.537813284,0.951805968,0.506324888
Gaussian:7 Gaussian:7 3 3 1 softmax relu Adam,0.412881659,0.307554119,0.993686485,0.814287653,0.901130954,0.905813278,0.051200447,0.598609492,0.902682984,0.586599631
Gaussian:7 9 7 1 relu relu Adam,0.412027722,0.335130537,0.833030982,0.048632171,0.192266971,0.109311561,0.46524335,0.88277433,0.414475168,0.075632513
Gaussian:7 Gaussian:7 7 3 1 softmax softmax AdaGrad,0.411881568,0.920784734,0.409221818,0.405595852,0.029984329,0.990918146,0.921665795,0.894469316,0.921172673,0.8059411
Gaussian:7 Gaussian:7 9 3 3 softmax tanh RMSProp,0.411223735,0.753396829,0.149495557,0.831652656,0.092173103,0.30221257,0.357986167,0.541609467,0.53996426,0.463953189
Gaussian:7 Gaussian:7 9 7 1 softmax softmax AdaGrad,0.411067429,0.197626572,0.239209891,0.272425013,0.406818763,0.62215888,0.699351757,0.890607723,0.916651804,0.736455623
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 sigmoid relu Adam,0.410957809,0.651525608,0.686387902,0.605495706,0.408525618,0.907636858,0.429288755,0.273682784,0.965245998,0.310530708
Gaussian:7 5 3 5 relu tanh Adam,0.410941187,0.771383424,0.890537878,0.973228337,0.153165274,0.554238197,0.836383314,0.308018402,0.095710468,0.937273362
Gaussian:7 Gaussian:7 3 7 3 sigmoid relu RMSProp,0.410720798,0.191043608,0.296603755,0.846825792,0.211041695,0.645882325,0.286508631,0.704551645,0.691797079,0.624786105
Gaussian:7 9 3 5 relu softmax RMSProp,0.410420508,0.657049592,0.485908192,0.896304888,0.949762288,0.352310763,0.152260942,0.190826551,0.075747062,0.694021127
Gaussian:7 Gaussian:7 9 3 5 sigmoid tanh Adam,0.410384117,0.124496886,0.984480778,0.971899869,0.564678442,0.031659143,0.386146304,0.061058686,0.756710601,0.531933277
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 softmax relu RMSProp,0.410338949,0.132146621,0.201129024,0.925099883,0.679094586,0.315167042,0.637877325,0.511035445,0.4028621,0.943493212
Gaussian:7 Gaussian:7 Gaussian:7 5 7 5 softmax sigmoid AdaGrad,0.410287345,0.048058651,0.068431897,0.037555494,0.418225538,0.175968572,0.071676344,0.791305088,0.564082472,0.467539511
Gaussian:7 3 9 3 sigmoid sigmoid AdaGrad,0.40970819,0.17438998,0.156325631,0.144790811,0.565420228,0.2062041,0.829341892,0.009589463,0.023842953,0.743857937
Gaussian:7 Gaussian:7 3 9 3 softmax tanh Adam,0.409526532,0.058095116,0.404496263,0.137712913,0.572042868,0.525904466,0.518941188,0.786577346,0.128126472,0.007479428
Gaussian:7 Gaussian:7 5 5 1 softmax tanh Adam,0.409481113,0.473654443,0.889889823,0.605137806,0.805643329,0.714009215,0.320117037,0.694312804,0.30731882,0.205010185
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 relu sigmoid RMSProp,0.409406195,0.934465881,0.582727478,0.763459526,0.24740527,0.527398939,0.96765446,0.43176264,0.671181741,0.740538574
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 sigmoid relu AdaGrad,0.409360459,0.436893068,0.018550308,0.796608972,0.36609427,0.825926077,0.463684508,0.75224252,0.54615123,0.209109308
Gaussian:7 Gaussian:7 Gaussian:7 9 3 1 relu relu RMSProp,0.409319375,0.993423307,0.853394233,0.489308727,0.018103944,0.166203889,0.90936121,0.164819132,0.798569134,0.892127266
Gaussian:7 Gaussian:7 5 9 3 tanh relu Adam,0.4090903,0.940287012,0.262551058,0.308969361,0.430536634,0.808006905,0.300891289,0.586393483,0.091876739,0.662991122
Gaussian:7 3 5 5 relu sigmoid AdaGrad,0.408331813,0.131788104,0.780440644,0.428422727,0.677524578,0.46554598,0.630048039,0.318448765,0.85666953,0.269775471
Gaussian:7 5 3 5 sigmoid tanh Adam,0.40820241,0.081055534,0.415041186,0.672933166,0.365981499,0.061689353,0.568529817,0.940838329,0.19337264,0.818959503
Gaussian:7 Gaussian:7 Gaussian:7 7 7 1 sigmoid relu AdaGrad,0.407727123,0.118879958,0.065763452,0.969314974,0.248812093,0.477860375,0.381287077,0.927973277,0.147256552,0.789731756
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 sigmoid sigmoid RMSProp,0.407352735,0.849600619,0.200322215,0.041491104,0.362118453,0.381469693,0.753871291,0.052359993,0.461470899,0.627556886
Gaussian:7 Gaussian:7 5 9 5 softmax tanh Adam,0.407262416,0.479082888,0.380660607,0.705526002,0.872820183,0.183650622,0.416601881,0.206370182,0.258272067,0.415918803
Gaussian:7 3 7 1 relu sigmoid AdaGrad,0.406920923,0.151400789,0.813769391,0.657306717,0.620449688,0.653108283,0.143021841,0.090352987,0.40258873,0.05086436
Gaussian:7 Gaussian:7 Gaussian:7 7 9 1 sigmoid softmax RMSProp,0.406685612,0.419358283,0.439792123,0.733606901,0.319520975,0.208747211,0.27967946,0.204623706,0.588975756,0.842903031
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 tanh relu AdaGrad,0.406664246,0.080868197,0.919284194,0.785434585,0.473584324,0.943964191,0.407445908,0.019905277,0.867869123,0.507784078
Gaussian:7 9 5 5 tanh sigmoid AdaGrad,0.40663555,0.837000436,0.827936748,0.235084291,0.809628114,0.921766112,0.144966564,0.523739072,0.642333361,0.852007717
Gaussian:7 5 3 1 softmax sigmoid Adam,0.40644973,0.531144752,0.200724007,0.361432548,0.456351895,0.338747423,0.485423262,0.9660862,0.225248297,0.83738005
Gaussian:7 Gaussian:7 3 3 3 sigmoid softmax RMSProp,0.406354267,0.881727364,0.919439579,0.380795333,0.777598548,0.749054528,0.436176607,0.927012503,0.411111117,0.329325924
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 tanh softmax Adam,0.406302788,0.737408224,0.70307702,0.426730785,0.230817718,0.120769932,0.858379218,0.732148927,0.363637018,0.868552216
Gaussian:7 Gaussian:7 9 9 1 softmax relu Adam,0.405724755,0.349815422,0.027094652,0.05003478,0.044103699,0.523140169,0.415991483,0.004209178,0.669874706,0.568224868
Gaussian:7 Gaussian:7 3 7 5 softmax relu AdaGrad,0.405436667,0.086524521,0.292637379,0.118789691,0.655679833,0.886197112,0.92175485,0.846599091,0.726843631,0.556309924
Gaussian:7 3 5 1 sigmoid relu AdaGrad,0.405199388,0.950076733,0.094415977,0.270080782,0.338720449,0.97233583,0.338325526,0.132568592,0.708286431,0.26382437
Gaussian:7 7 5 1 sigmoid relu Adam,0.405170488,0.129895862,0.045440603,0.584026997,0.246502058,0.19555939,0.673233584,0.884849903,0.822514494,0.5891016
Gaussian:7 3 9 3 softmax tanh AdaGrad,0.405104048,0.424070054,0.755359492,0.378432851,0.337919673,0.195571199,0.837228689,0.13244539,0.173077927,0.096569888
Gaussian:7 Gaussian:7 5 5 3 relu softmax RMSProp,0.404909526,0.899473857,0.623889222,0.269261692,0.721950285,0.37226182,0.380345883,0.785987121,0.909618951,0.710391369
Gaussian:7 7 9 5 tanh tanh AdaGrad,0.404822114,0.018174719,0.997701869,0.311109664,0.596025176,0.137023195,0.20715918,0.346049984,0.194143498,0.513311284
Gaussian:7 Gaussian:7 Gaussian:7 9 7 3 tanh softmax Adam,0.404532972,0.275140322,0.088247257,0.372434663,0.206399558,0.82920827,0.425536896,0.407737211,0.448833065,0.214337649
Gaussian:7 Gaussian:7 5 7 1 relu sigmoid Adam,0.404070366,0.321877197,0.908386954,0.585916142,0.855522707,0.270408028,0.855726673,0.923640281,0.492048294,0.372612951
Gaussian:7 Gaussian:7 3 5 1 tanh tanh AdaGrad,0.402944305,0.395948468,0.383020747,0.649832176,0.702451768,0.537815267,0.55972616,0.576590702,0.026273316,0.332283829
Gaussian:7 Gaussian:7 3 9 1 softmax tanh Adam,0.402855448,0.645114091,0.801805312,0.445449318,0.552187829,0.040043682,0.56280256,0.828273122,0.579231656,0.403311293
Gaussian:7 7 5 5 sigmoid relu Adam,0.402327961,0.719716842,0.316238102,0.200575543,0.189323439,0.39270853,0.989852488,0.368078563,0.718957861,0.718005531
Gaussian:7 Gaussian:7 9 9 1 softmax sigmoid AdaGrad,0.401785238,0.03144578,0.102146223,0.739083196,0.103021522,0.589075981,0.848737507,0.208725984,0.866091323,0.277386797
Gaussian:7 Gaussian:7 5 3 3 sigmoid relu RMSProp,0.401746112,0.213061724,0.204874594,0.427313883,0.646809607,0.357249183,0.862172829,0.540835325,0.028228675,0.236405268
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 relu tanh Adam,0.401369929,0.667508109,0.63931042,0.501906369,0.106972837,0.32171564,0.915184372,0.439225056,0.026051215,0.997306664
Gaussian:7 Gaussian:7 Gaussian:7 3 5 3 softmax softmax RMSProp,0.401317848,0.227383423,0.297576201,0.071689087,0.461281862,0.735016364,0.333807678,0.634418439,0.284213185,0.005617395
Gaussian:7 9 3 3 softmax softmax Adam,0.40032228,0.942232072,0.772823539,0.290912183,0.220967072,0.329491334,0.496433476,0.450887351,0.441709175,0.480924645
Gaussian:7 Gaussian:7 9 5 1 relu relu AdaGrad,0.399690362,0.258146851,0.295246696,0.925669413,0.001809834,0.250149963,0.350762626,0.816611395,0.354371694,0.598484581
Gaussian:7 Gaussian:7 7 7 5 relu relu RMSProp,0.399470859,0.555445632,0.606664088,0.815968165,0.630675517,0.457167772,0.120251589,0.618711095,0.542891031,0.936504123
Gaussian:7 Gaussian:7 Gaussian:7 3 9 3 softmax softmax RMSProp,0.399324879,0.598943919,0.219991581,0.933511334,0.541624588,0.729796555,0.011545681,0.89398146,0.885978623,0.465444977
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 relu sigmoid RMSProp,0.399301409,0.210847736,0.734339618,0.656813407,0.571315029,0.116624034,0.719293928,0.939940711,0.344716996,0.524309048
Gaussian:7 Gaussian:7 Gaussian:7 3 3 5 tanh softmax AdaGrad,0.399226858,0.450420894,0.484512061,0.457347473,0.894128777,0.29307065,0.824513715,0.742769029,0.903840614,0.668575901
Gaussian:7 5 3 1 relu softmax Adam,0.399104913,0.509217925,0.819865821,0.603804425,0.114375608,0.247560973,0.846139974,0.850983999,0.394316822,0.202038625
Gaussian:7 Gaussian:7 Gaussian:7 3 9 1 tanh tanh AdaGrad,0.3990162,0.700590292,0.678837409,0.562516842,0.619906426,0.936750283,0.871596913,0.528983077,0.765300962,0.457616181
Gaussian:7 9 7 5 sigmoid tanh AdaGrad,0.398682247,0.199500848,0.938211954,0.992022537,0.49992316,0.858662381,0.505088554,0.416473582,0.012031491,0.325984399
Gaussian:7 Gaussian:7 7 7 1 relu relu AdaGrad,0.398681053,0.549628436,0.383231638,0.394725198,0.261941674,0.667994787,0.003335588,0.363033177,0.40454361,0.204070001
Gaussian:7 5 7 5 sigmoid tanh Adam,0.398628579,0.825775287,0.553323104,0.361671325,0.57795168,0.977866661,0.509355433,0.361299257,0.263458211,0.515649573
Gaussian:7 Gaussian:7 7 9 1 softmax softmax AdaGrad,0.398496633,0.032005285,0.524384811,0.241481113,0.353793144,0.187129218,0.374026319,0.343897367,0.888853608,0.358008394
Gaussian:7 Gaussian:7 Gaussian:7 3 7 3 sigmoid sigmoid Adam,0.398104449,0.054794581,0.06749956,0.260001846,0.07877721,0.076665076,0.197189594,0.394183594,0.541955084,0.077452866
Gaussian:7 Gaussian:7 5 3 5 sigmoid softmax AdaGrad,0.397998881,0.327046391,0.64578311,0.061303857,0.469679438,0.073641942,0.362406971,0.533773155,0.280596341,0.696181194
Gaussian:7 Gaussian:7 5 5 5 tanh relu Adam,0.397909203,0.442224508,0.746178723,0.418012538,0.426840181,0.931777388,0.220465316,0.393126025,0.619515067,0.256211003
Gaussian:7 7 3 3 relu sigmoid Adam,0.397668623,0.698017171,0.78686848,0.959634019,0.117642033,0.245951627,0.234596497,0.562932381,0.668259729,0.152877039
Gaussian:7 Gaussian:7 7 3 3 relu relu RMSProp,0.397142347,0.965054886,0.647852519,0.178536021,0.249966496,0.868470104,0.330072023,0.401029927,0.54292802,0.80907955
Gaussian:7 Gaussian:7 9 5 3 softmax sigmoid RMSProp,0.396749656,0.702999795,0.894128019,0.175263492,0.164496693,0.722602969,0.453100064,0.169070393,0.957274251,0.732755071
Gaussian:7 Gaussian:7 Gaussian:7 5 7 1 relu tanh Adam,0.396739546,0.875250939,0.176055718,0.972276177,0.798201483,0.958300722,0.8091813,0.182160727,0.541786939,0.021645431
Gaussian:7 5 9 5 tanh sigmoid RMSProp,0.396601543,0.758634139,0.019965036,0.245529992,0.552446096,0.110678895,0.848479429,0.166993645,0.255384891,0.877415296
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 softmax softmax AdaGrad,0.396427379,0.339851841,0.907241263,0.104805488,0.305909542,0.92251657,0.469281041,0.120000458,0.333396924,0.635643368
Gaussian:7 Gaussian:7 Gaussian:7 9 9 3 sigmoid sigmoid RMSProp,0.396391812,0.276065787,0.87357902,0.467662888,0.527803271,0.15161365,0.419665782,0.690382155,0.739944326,0.305360423
Gaussian:7 Gaussian:7 Gaussian:7 7 3 5 softmax softmax AdaGrad,0.39623433,0.00520929,0.901301714,0.969293592,0.785550042,0.609669311,0.9622067,0.116477417,0.003841113,0.287786923
Gaussian:7 Gaussian:7 Gaussian:7 3 9 3 sigmoid tanh AdaGrad,0.396012653,0.252033652,0.338054564,0.636353385,0.609826892,0.954351274,0.911077041,0.35974515,0.180232694,0.467743497
Gaussian:7 Gaussian:7 9 3 3 sigmoid relu AdaGrad,0.395902503,0.547000912,0.018606142,0.364317221,0.419238214,0.932686709,0.363401218,0.405058987,0.784928542,0.621649622
Gaussian:7 Gaussian:7 3 9 3 relu sigmoid AdaGrad,0.39566734,0.341376105,0.995898221,0.592659691,0.979411379,0.475823823,0.327698108,0.365440552,0.878485001,0.513106799
Gaussian:7 3 3 3 softmax sigmoid AdaGrad,0.395123621,0.78133194,0.617492628,0.659251892,0.991468423,0.804445407,0.99877476,0.461348079,0.189402131,0.508227025
Gaussian:7 9 3 1 softmax tanh Adam,0.395087376,0.774409182,0.484652546,0.42345824,0.827100807,0.323891284,0.192471736,0.085764561,0.802516449,0.186198013
Gaussian:7 Gaussian:7 3 7 5 relu relu AdaGrad,0.394808361,0.60608441,0.85472994,0.445493859,0.578514055,0.007861974,0.455034108,0.186224926,0.723493675,0.213662493
Gaussian:7 7 7 5 softmax softmax AdaGrad,0.394805051,0.234467251,0.662019174,0.675395337,0.921709462,0.002990146,0.506097897,0.397467805,0.551385716,0.249267832
Gaussian:7 Gaussian:7 Gaussian:7 7 5 1 tanh softmax RMSProp,0.394736243,0.519503608,0.301642784,0.62721424,0.609562862,0.867853883,0.410680329,0.501219978,0.404540284,0.638121953
Gaussian:7 Gaussian:7 7 9 1 relu tanh Adam,0.394559238,0.746585305,0.394518685,0.255019361,0.463578839,0.480100078,0.761785914,0.052164109,0.380692532,0.700297393
Gaussian:7 7 3 5 softmax relu RMSProp,0.394501391,0.296192599,0.154029384,0.335846447,0.683185357,0.249888042,0.712237273,0.776961267,0.277342396,0.149659191
Gaussian:7 9 7 1 tanh sigmoid RMSProp,0.394187097,0.487814175,0.033792372,0.217707117,0.11782661,0.686586197,0.832566643,0.792085641,0.148870944,0.501191448
Gaussian:7 Gaussian:7 Gaussian:7 3 5 1 tanh sigmoid AdaGrad,0.393609957,0.741790255,0.805890047,0.031812577,0.833245906,0.337093821,0.701268515,0.830187553,0.208774419,0.220937418
Gaussian:7 7 7 1 sigmoid tanh RMSProp,0.393401369,0.369697975,0.994870925,0.636008574,0.027399831,0.665310629,0.760709823,0.973097423,0.992087391,0.999937944
Gaussian:7 Gaussian:7 Gaussian:7 5 9 3 relu softmax Adam,0.393187289,0.042297348,0.642281427,0.240530635,0.192737524,0.784941287,0.72005584,0.200109019,0.412792307,0.175587764
Gaussian:7 Gaussian:7 5 5 5 sigmoid relu Adam,0.392815475,0.342249551,0.273482018,0.160858215,0.804634808,0.539756161,0.397087191,0.20670749,0.173522674,0.738989118
Gaussian:7 Gaussian:7 5 7 3 sigmoid sigmoid AdaGrad,0.392814942,0.366611908,0.643265568,0.161269711,0.760373344,0.678228913,0.561791157,0.319901847,0.456548223,0.352109279
Gaussian:7 9 7 5 relu sigmoid Adam,0.392716124,0.455387958,0.96404777,0.200730776,0.054452772,0.393957954,0.473788719,0.305875519,0.467860179,0.706291893
Gaussian:7 3 3 1 tanh sigmoid AdaGrad,0.392572945,0.889445847,0.00174275,0.207881645,0.424908074,0.812401017,0.096610861,0.601972689,0.535470052,0.467278825
Gaussian:7 5 9 3 relu tanh Adam,0.392572884,0.380535355,0.153259518,0.256211739,0.155768358,0.687374878,0.085572768,0.864477989,0.938068588,0.973268167
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 relu sigmoid AdaGrad,0.392250776,0.603956147,0.040065605,0.344600249,0.091947285,0.845167593,0.539088853,0.863998213,0.343574479,0.360339041
Gaussian:7 3 7 3 relu tanh Adam,0.392045593,0.788072953,0.896950094,0.465420276,0.913579967,0.604595812,0.300852393,0.135734227,0.342106624,0.77396753
Gaussian:7 Gaussian:7 3 3 3 tanh relu RMSProp,0.39161153,0.279330345,0.762423492,0.344151957,0.670392519,0.310730918,0.883054859,0.77928584,0.14264037,0.020597299
Gaussian:7 Gaussian:7 Gaussian:7 3 5 1 tanh softmax RMSProp,0.391442651,0.607004767,0.450622771,0.049646243,0.387654822,0.270090658,0.873905481,0.662439289,0.530605624,0.536622693
Gaussian:7 Gaussian:7 3 5 3 softmax sigmoid RMSProp,0.391331472,0.600085175,0.144631232,0.730906446,0.238294831,0.689251579,0.640510426,0.843449617,0.978784093,0.484193415
Gaussian:7 Gaussian:7 Gaussian:7 3 9 3 softmax sigmoid AdaGrad,0.391060848,0.533532713,0.646450795,0.915693901,0.06789219,0.082027245,0.189324496,0.621088142,0.114331764,0.396898886
Gaussian:7 9 7 5 softmax sigmoid Adam,0.390988931,0.349687339,0.803819408,0.061363875,0.754676665,0.87280817,0.280797379,0.75548522,0.072278049,0.343273607
Gaussian:7 Gaussian:7 Gaussian:7 9 5 5 softmax softmax Adam,0.390770332,0.842016513,0.490021443,0.291286443,0.139542428,0.800711383,0.636923541,0.81377798,0.940488802,0.044636784
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 tanh softmax Adam,0.390111323,0.007298409,0.147261394,0.956302597,0.812479366,0.932678164,0.221582437,0.213634717,0.406505482,0.553384859
Gaussian:7 Gaussian:7 3 9 5 relu tanh AdaGrad,0.390077302,0.423319601,0.562813273,0.277581249,0.857595924,0.319204398,0.407331459,0.339652753,0.024679936,0.992031223
Gaussian:7 Gaussian:7 Gaussian:7 7 5 5 softmax sigmoid RMSProp,0.389585641,0.92511711,0.801699121,0.211322682,0.349455913,0.217553855,0.292117645,0.97137597,0.899080825,0.146747745
Gaussian:7 Gaussian:7 Gaussian:7 9 7 5 relu tanh AdaGrad,0.38916723,0.725275977,0.030521984,0.707113766,0.83288205,0.720388737,0.611107003,0.030709985,0.205578225,0.258318679
Gaussian:7 Gaussian:7 9 5 3 sigmoid softmax Adam,0.38885114,0.218261043,0.274475127,0.839802263,0.223352368,0.022872993,0.188059315,0.684182539,0.409757634,0.821340932
Gaussian:7 9 3 3 tanh relu AdaGrad,0.388688759,0.225127421,0.412041546,0.279095386,0.786605129,0.349643223,0.851984783,0.892878653,0.702576907,0.928982815
Gaussian:7 7 9 3 sigmoid relu AdaGrad,0.388557934,0.785640237,0.844314164,0.151650635,0.044190568,0.006252548,0.793064523,0.228326591,0.847531041,0.998085725
Gaussian:7 Gaussian:7 3 9 5 softmax sigmoid RMSProp,0.388437719,0.6535961,0.566618093,0.031499572,0.248859662,0.410391114,0.666227357,0.005371109,0.683515735,0.113706628
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 sigmoid sigmoid AdaGrad,0.388097649,0.144965995,0.256462935,0.56479784,0.740585236,0.621860884,0.481563846,0.386424201,0.354184215,0.008410731
Gaussian:7 Gaussian:7 7 5 5 relu sigmoid Adam,0.388095891,0.213355253,0.361565092,0.908031555,0.464453459,0.428002028,0.269992549,0.190949882,0.547391474,0.407602344
Gaussian:7 Gaussian:7 7 9 1 relu tanh AdaGrad,0.387660449,0.69391371,0.503442108,0.011252566,0.89669303,0.658140878,0.128343963,0.309586425,0.659745754,0.604562344
Gaussian:7 Gaussian:7 Gaussian:7 9 3 3 sigmoid softmax Adam,0.387602771,0.821751232,0.006181224,0.611584598,0.202613268,0.89248138,0.011179905,0.346174865,0.248427255,0.429044588
Gaussian:7 9 9 1 relu relu AdaGrad,0.387041875,0.654130478,0.656820856,0.751350314,0.700070498,0.735724372,0.011346056,0.467293039,0.022077111,0.953672562
Gaussian:7 3 7 1 sigmoid relu Adam,0.386883419,0.511346407,0.149269015,0.078643662,0.242383077,0.715226952,0.318521296,0.89408768,0.624838987,0.477478898
Gaussian:7 7 7 5 relu softmax RMSProp,0.386520734,0.50427712,0.979669391,0.80646954,0.534301598,0.500647515,0.283072863,0.161401521,0.718896771,0.087436715
Gaussian:7 9 7 1 sigmoid sigmoid Adam,0.386228607,0.217740759,0.281413174,0.632471792,0.139261488,0.033554162,0.770085994,0.434937403,0.095946957,0.975095192
Gaussian:7 Gaussian:7 7 5 3 tanh sigmoid RMSProp,0.386005898,0.769876404,0.502995071,0.602637712,0.300936106,0.232697143,0.305098196,0.10177763,0.514883991,0.205698678
Gaussian:7 Gaussian:7 5 5 3 relu softmax AdaGrad,0.385852541,0.494581585,0.587744379,0.401923651,0.956413834,0.958767545,0.426138905,0.599729043,0.943869624,0.790770212
Gaussian:7 Gaussian:7 Gaussian:7 3 5 3 softmax sigmoid RMSProp,0.385597453,0.584371679,0.166905008,0.842680037,0.577943004,0.557254045,0.068473525,0.95198086,0.530669457,0.169115869
Gaussian:7 Gaussian:7 Gaussian:7 7 3 5 tanh relu AdaGrad,0.385451161,0.996423918,0.065277681,0.38352647,0.163384524,0.491007536,0.155164788,0.972955809,0.27756216,0.715390467
Gaussian:7 Gaussian:7 Gaussian:7 5 7 1 sigmoid softmax RMSProp,0.385433924,0.267180107,0.997101074,0.361199245,0.516841211,0.329934367,0.119445151,0.73591858,0.940596195,0.724277949
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 softmax softmax AdaGrad,0.385206855,0.009374448,0.009420757,0.05121337,0.357154404,0.360481175,0.597044796,0.535966534,0.655695882,0.027843403
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 relu softmax Adam,0.385153302,0.784095766,0.729375005,0.31084008,0.851190261,0.402657985,0.965482585,0.608483353,0.154097254,0.380051464
Gaussian:7 9 5 1 softmax sigmoid RMSProp,0.385086078,0.374412384,0.582372192,0.633557111,0.289519783,0.272701307,0.52858164,0.134591431,0.047491889,0.053383006
Gaussian:7 Gaussian:7 9 9 1 softmax relu RMSProp,0.385010338,0.592116997,0.044510513,0.229080092,0.272811462,0.125346352,0.58229319,0.183227672,0.835142858,0.389942839
Gaussian:7 Gaussian:7 Gaussian:7 3 3 5 relu softmax AdaGrad,0.3849192,0.087043469,0.246418341,0.524738422,0.707781547,0.181718661,0.602453322,0.052258419,0.318841385,0.874259795
Gaussian:7 5 5 5 sigmoid tanh RMSProp,0.384890598,0.08672697,0.345576342,0.780515057,0.243419799,0.782403608,0.795423571,0.437636541,0.806371813,0.926299155
Gaussian:7 5 7 1 sigmoid sigmoid Adam,0.384643538,0.624494909,0.040079039,0.483513521,0.45776599,0.715602382,0.189718165,0.913887491,0.082504438,0.254005066
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 softmax tanh Adam,0.384242275,0.948350172,0.83838696,0.440782523,0.182474666,0.763266043,0.599221742,0.072263649,0.235356645,0.261107077
Gaussian:7 Gaussian:7 7 7 1 softmax sigmoid Adam,0.384033433,0.388509203,0.246786495,0.125103596,0.077622714,0.862056696,0.135472587,0.321920585,0.369309726,0.373565741
Gaussian:7 Gaussian:7 Gaussian:7 9 3 3 tanh softmax Adam,0.383846151,0.062767102,0.157468414,0.861662053,0.299441231,0.078138684,0.223725485,0.675154343,0.256347743,0.950851106
Gaussian:7 Gaussian:7 Gaussian:7 3 3 1 tanh softmax RMSProp,0.383800576,0.963509329,0.711565374,0.625927632,0.229592383,0.588988891,0.154860308,0.78244674,0.475417231,0.391067816
