CONS_NO,DATA_DATE,KWH
145,2015/4/1,30.71
145,2015/4/2,5.51
145,2015/4/3,11.84
145,2015/4/4,22.22
145,2015/4/5,4.89
145,2015/4/6,17.41
145,2015/4/7,18.31
145,2015/4/8,6.85
145,2015/4/9,2.56
145,2015/4/10,4.73
145,2015/4/11,3.11
145,2015/4/12,1.89
145,2015/4/13,3.52
145,2015/4/14,6.72
145,2015/4/15,2.92
145,2015/4/16,3.54
145,2015/4/17,2.88
145,2015/4/18,3.61
145,2015/4/19,4.07
145,2015/4/20,3.57
145,2015/4/21,3.92
145,2015/4/22,2.66
145,2015/4/23,2.73
145,2015/4/24,4.14
145,2015/4/25,3.28
145,2015/4/26,3.69
145,2015/4/27,3.4
145,2015/4/28,3.4
145,2015/4/29,3.49
145,2015/4/30,2.95
145,2015/5/1,3.35
145,2015/5/2,2.62
145,2015/5/3,3.18
145,2015/5/4,2.92
145,2015/5/5,3.2
145,2015/5/6,3.16
145,2015/5/7,3.49
145,2015/5/8,2.94
145,2015/5/9,2.31
145,2015/5/10,3.63
145,2015/5/11,3.5
145,2015/5/12,3.36
145,2015/5/13,4.23
145,2015/5/14,4.07
145,2015/5/15,3.8
145,2015/5/21,3.51
145,2015/5/22,3.17
145,2015/5/23,3.3
145,2015/5/24,3.79
145,2015/5/25,0
145,2015/5/26,4.58
145,2015/5/27,3.94
145,2015/5/28,3.73
145,2015/5/29,2.85
145,2015/5/30,3.06
145,2015/5/31,3.18
145,2015/6/1,3.64
145,2015/6/2,4
145,2015/6/3,3.33
145,2015/6/4,4.42
145,2015/6/5,3.6
145,2015/6/6,3.76
145,2015/6/7,3.32
145,2015/6/8,3.45
145,2015/6/9,4.44
145,2015/6/11,10.03
145,2015/6/12,5.47
145,2015/6/13,5.94
145,2015/6/14,6.34
145,2015/6/15,4.41
145,2015/6/16,4.51
145,2015/6/17,3.09
145,2015/6/18,2.77
145,2015/6/19,3.65
145,2015/6/20,4.77
145,2015/6/21,3.51
145,2015/6/22,3.4
145,2015/6/23,3.56
145,2015/6/24,4.15
145,2015/6/25,3.41
145,2015/6/26,4.04
145,2015/6/27,3.82
145,2015/6/28,5.38
145,2015/6/29,2.71
145,2015/6/30,2.53
145,2015/7/1,2.19
145,2015/7/2,2.15
145,2015/7/3,2.72
145,2015/7/4,2.89
145,2015/7/5,3.01
145,2015/7/6,4.17
145,2015/7/7,4.87
145,2015/7/8,6.34
145,2015/7/9,10.06
145,2015/7/10,7.63
145,2015/7/11,8.21
145,2015/7/12,6.23
145,2015/7/13,14.75
145,2015/7/14,15.2
145,2015/7/15,8.93
145,2015/7/16,4.27
145,2015/7/17,4.05
145,2015/7/18,7.02
145,2015/7/19,4.23
145,2015/7/20,5.7
145,2015/7/21,6.43
145,2015/7/22,14.63
145,2015/7/23,8.88
145,2015/7/24,8.78
145,2015/7/25,18.13
145,2015/7/26,11.15
145,2015/7/27,12.39
145,2015/7/28,20.67
145,2015/7/29,20.79
145,2015/7/30,14.83
145,2015/7/31,24.66
145,2015/8/1,24.98
145,2015/8/2,20.17
145,2015/8/3,12.1
145,2015/8/4,8.79
145,2015/8/5,3.45
145,2015/8/6,8.05
145,2015/8/7,9.99
145,2015/8/8,12.16
145,2015/8/9,7.67
145,2015/8/10,9.45
145,2015/8/11,12.86
145,2015/8/12,4.4
145,2015/8/13,12.85
145,2015/8/14,10.26
145,2015/8/15,2.32
145,2015/8/16,5.78
145,2015/8/17,12.34
145,2015/8/18,6.45
145,2015/8/19,4.55
145,2015/8/20,5.19
145,2015/8/21,5.12
145,2015/8/22,5.21
145,2015/8/23,8.65
145,2015/8/24,4.45
145,2015/8/25,3.41
145,2015/8/26,7.51
145,2015/8/27,6.57
145,2015/8/28,6.84
145,2015/8/29,7.05
145,2015/8/30,8.77
145,2015/8/31,11.28
145,2015/9/1,6.48
145,2015/9/2,13.82
145,2015/9/3,7.18
145,2015/9/4,2.61
145,2015/9/5,2.19
145,2015/9/6,2.17
145,2015/9/7,7.33
145,2015/9/8,3.1
145,2015/9/9,3.08
145,2015/9/10,5.09
145,2015/9/11,4.56
145,2015/9/12,4.88
145,2015/9/13,2.98
145,2015/9/14,2.3
145,2015/9/15,3.8
145,2015/9/16,2.49
145,2015/9/17,3.62
145,2015/9/18,3.08
145,2015/9/19,2.36
145,2015/9/20,1.99
145,2015/9/21,2.76
145,2015/9/22,3.92
145,2015/9/23,4.54
145,2015/9/24,4.39
145,2015/9/25,3.76
145,2015/9/26,2.99
145,2015/9/27,2.23
145,2015/9/28,3.84
145,2015/9/29,3.04
145,2015/9/30,3.05
145,2015/10/1,3.52
145,2015/10/2,2.68
145,2015/10/3,2.59
145,2015/10/4,3.87
145,2015/10/5,1.78
145,2015/10/6,1.65
145,2015/10/7,3.01
145,2015/10/8,2.72
145,2015/10/9,3.78
145,2015/10/10,2.59
145,2015/10/11,4.32
145,2015/10/12,3.64
145,2015/10/13,3.62
145,2015/10/14,3.89
145,2015/10/15,3.17
145,2015/10/16,4.56
145,2015/10/17,4.38
145,2015/10/18,3.56
145,2015/10/19,3.93
145,2015/10/20,4.27
145,2015/10/21,4.34
145,2015/10/22,5.42
145,2015/10/23,5.2
145,2015/10/24,3.34
145,2015/10/25,3.13
145,2015/10/26,2.47
145,2015/10/27,3.94
145,2015/10/28,4.65
145,2015/10/29,4.72
145,2015/10/30,1.88
145,2015/10/31,5
145,2015/11/1,5.79
145,2015/11/2,5.44
145,2015/11/3,3.85
145,2015/11/4,3.25
145,2015/11/5,4.31
145,2015/11/6,3.69
145,2015/11/7,4.19
145,2015/11/8,2.77
145,2015/11/9,16.77
145,2015/11/10,3.47
145,2015/11/11,3.56
145,2015/11/12,3.19
145,2015/11/13,2.42
145,2015/11/14,3.98
145,2015/11/15,2.9
145,2015/11/16,2.91
145,2015/11/17,3.64
145,2015/11/18,2.78
145,2015/11/19,4.18
145,2015/11/20,3.28
145,2015/11/21,3.02
145,2015/11/22,3.14
145,2015/11/23,2.16
145,2015/11/24,4.15
145,2015/11/25,3.39
145,2015/11/26,4.12
145,2015/11/27,2.87
145,2015/11/28,3.45
145,2015/11/29,3.08
145,2015/11/30,3.91
145,2015/12/1,5.12
145,2015/12/2,3.94
145,2015/12/3,3.91
145,2015/12/4,3.2
145,2015/12/5,3.63
145,2015/12/6,3.67
145,2015/12/7,4.18
145,2015/12/8,6.54
145,2015/12/9,5.46
145,2015/12/10,3.97
145,2015/12/11,3.79
145,2015/12/12,5.78
145,2015/12/13,2.42
145,2015/12/14,4.21
145,2015/12/15,4.09
145,2015/12/16,4.73
145,2015/12/17,4.75
145,2015/12/18,3.2
145,2015/12/19,3.72
145,2015/12/20,4.07
145,2015/12/21,4.13
145,2015/12/22,5.03
145,2015/12/23,5.38
145,2015/12/24,3.94
145,2015/12/25,4.72
145,2015/12/26,4.43
145,2015/12/27,3.52
145,2015/12/28,4.24
145,2015/12/29,3.49
145,2015/12/30,3.62
145,2015/12/31,4.14
145,2016/1/1,3.46
145,2016/1/2,3.24
145,2016/1/3,2.72
145,2016/1/4,3.48
145,2016/1/5,3.58
145,2016/1/6,3.57
145,2016/1/7,4.38
145,2016/1/8,4.9
145,2016/1/9,4.47
145,2016/1/10,2.56
145,2016/1/11,3.44
145,2016/1/12,4.2
145,2016/1/13,4.64
145,2016/1/14,4.2
145,2016/1/15,4.53
145,2016/1/16,3.2
145,2016/1/17,3.14
145,2016/1/18,3.36
145,2016/1/19,5.08
145,2016/1/20,4.63
145,2016/1/21,4.17
145,2016/1/22,3.19
145,2016/1/23,3.05
145,2016/1/24,3.83
145,2016/1/25,3.4
145,2016/1/26,3.79
145,2016/1/27,3.54
145,2016/1/28,4.03
145,2016/1/29,4.13
145,2016/1/30,2.67
145,2016/1/31,3.81
145,2016/2/1,2.66
145,2016/2/2,3.53
145,2016/2/3,3.93
145,2016/2/4,3.17
145,2016/2/5,3.65
145,2016/2/6,3.83
145,2016/2/7,3.05
145,2016/2/8,3.71
145,2016/2/9,3.15
145,2016/2/10,0
145,2016/2/11,0
145,2016/2/12,2.53
145,2016/2/13,3.07
145,2016/2/14,2.9
145,2016/2/15,2.34
145,2016/2/16,2.89
145,2016/2/17,3.12
145,2016/2/18,2.25
145,2016/2/19,3.5
145,2016/2/20,2.96
145,2016/2/21,3.39
145,2016/2/22,3.26
145,2016/2/23,3.8
145,2016/2/24,2.87
145,2016/2/25,4.2
145,2016/2/26,3.5
145,2016/2/27,3.82
145,2016/2/28,3.64
145,2016/2/29,4.02
145,2016/3/1,4.64
145,2016/3/2,4.18
145,2016/3/3,3.38
145,2016/3/4,3.74
145,2016/3/5,3.2
145,2016/3/6,3.26
145,2016/3/7,4.37
145,2016/3/8,3.44
145,2016/3/9,3.77
145,2016/3/10,4.14
145,2016/3/11,4.45
145,2016/3/12,3.95
145,2016/3/13,2.67
145,2016/3/14,4.67
145,2016/3/15,5.26
145,2016/3/16,3.63
145,2016/3/17,3.81
145,2016/3/18,4.46
145,2016/3/19,2.99
145,2016/3/20,3.28
145,2016/3/21,3.09
145,2016/3/22,4.7
145,2016/3/23,3.9
145,2016/3/24,4.4
145,2016/3/25,5.04
145,2016/3/26,4.91
145,2016/3/27,3.35
145,2016/3/28,4.21
145,2016/3/29,3.2
145,2016/3/30,2.74
145,2016/3/31,3.17
145,2016/4/1,2.94
145,2016/4/2,2.54
145,2016/4/3,3.39
145,2016/4/4,2.48
145,2016/4/5,2.41
145,2016/4/6,3.54
145,2016/4/7,3.94
145,2016/4/8,2.85
145,2016/4/9,4.05
145,2016/4/10,3.3
145,2016/4/11,3.42
145,2016/4/12,3.63
145,2016/4/13,4.55
145,2016/4/14,4.55
145,2016/4/15,2.93
145,2016/4/16,3.18
145,2016/4/17,3.92
145,2016/4/18,2.7
145,2016/4/19,5.06
145,2016/4/20,3.17
145,2016/4/21,3.53
145,2016/4/22,4.37
145,2016/4/23,2.85
145,2016/4/24,3.34
145,2016/4/25,2.98
145,2016/4/26,3.67
145,2016/4/27,5.29
145,2016/4/28,3.42
145,2016/4/29,3.61
145,2016/4/30,3.57
145,2016/5/1,2.76
145,2016/5/2,3.17
145,2016/5/3,4.01
145,2016/5/4,4.54
145,2016/5/5,3.54
145,2016/5/6,4.93
145,2016/5/7,4.23
145,2016/5/8,3.17
145,2016/5/9,3.99
145,2016/5/10,4.46
145,2016/5/11,4.74
145,2016/5/12,3.98
145,2016/5/13,3.59
145,2016/5/14,5.28
145,2016/5/15,3.59
145,2016/5/16,2.9
145,2016/5/17,2.58
145,2016/5/18,3.62
145,2016/5/19,3.69
145,2016/5/20,2.7
145,2016/5/21,2.68
145,2016/5/22,3.39
145,2016/5/23,2.86
145,2016/5/24,NA
145,2016/5/27,NA
145,2016/6/3,NA
145,2016/6/6,3.06
145,2016/6/7,4.23
145,2016/6/8,5
145,2016/6/9,5.04
145,2016/6/10,3.77
145,2016/6/11,5.28
145,2016/6/12,5.03
145,2016/6/13,7.47
145,2016/6/14,14.04
145,2016/6/15,12.8
145,2016/6/16,11.73
145,2016/6/17,19.08
145,2016/6/18,17.41
145,2016/6/19,15.82
145,2016/6/20,15.81
145,2016/6/21,22
145,2016/6/22,23.34
145,2016/6/23,23.87
145,2016/6/24,4.76
145,2016/6/25,14.2
145,2016/6/26,9.37
145,2016/6/27,7.47
145,2016/6/28,11.44
145,2016/6/29,14.55
145,2016/6/30,14.58
145,2016/7/1,9.15
145,2016/7/2,18.15
145,2016/7/3,15.39
145,2016/7/4,6.01
145,2016/7/5,11.68
145,2016/7/6,7.95
145,2016/7/7,12.04
145,2016/7/8,17.86
145,2016/7/9,17.6
145,2016/7/10,15.01
145,2016/7/11,12.89
145,2016/7/12,11.88
145,2016/7/13,11.65
145,2016/7/14,6.36
145,2016/7/15,4.06
145,2016/7/16,5.13
145,2016/7/17,11.29
145,2016/7/18,9.27
145,2016/7/19,5.66
145,2016/7/20,3.66
145,2016/7/21,8.64
145,2016/7/22,14.77
145,2016/7/23,12.73
145,2016/7/24,19.18
145,2016/7/25,15.56
145,2016/7/26,9.07
145,2016/7/27,7.98
145,2016/7/28,10.91
145,2016/7/29,14.08
145,2016/7/30,18.64
145,2016/7/31,19.43
145,2016/8/1,19.89
145,2016/8/2,18.86
145,2016/8/3,20.65
145,2016/8/4,17.61
145,2016/8/5,12.52
145,2016/8/6,11.06
145,2016/8/7,9.16
145,2016/8/8,11.87
145,2016/8/9,12.25
145,2016/8/10,8.03
145,2016/8/11,16.93
145,2016/8/12,20.48
145,2016/8/13,20.77
145,2016/8/14,23.78
145,2016/8/15,26.79
145,2016/8/16,29.85
145,2016/8/17,15.36
145,2016/8/18,21.6
145,2016/8/19,27.2
145,2016/8/20,21.94
145,2016/8/21,20.86
145,2016/8/22,21
145,2016/8/23,12.84
145,2016/8/24,18.85
145,2016/8/25,17.31
145,2016/8/26,4.51
145,2016/8/27,4.24
145,2016/8/28,6.68
145,2016/8/29,3.43
145,2016/8/30,6.53
145,2016/8/31,3.29
145,2016/9/2,9.42
145,2016/9/3,13.97
145,2016/9/4,10.2
145,2016/9/5,10.08
145,2016/9/6,11.94
145,2016/9/7,5.9
145,2016/9/8,7.08
145,2016/9/9,6.85
145,2016/9/10,3.19
145,2016/9/11,2.32
145,2016/9/12,1.89
145,2016/9/13,3.03
145,2016/9/14,2.27
145,2016/9/15,2.39
145,2016/9/16,2.28
145,2016/9/17,1.84
145,2016/9/18,2.74
145,2016/9/19,2.5
145,2016/9/20,3.24
145,2016/9/21,2.57
145,2016/9/22,2.22
145,2016/9/23,2.41
145,2016/9/24,3
145,2016/9/25,2.24
145,2016/9/26,1.74
145,2016/9/27,2.52
145,2016/9/28,3
145,2016/9/29,2.58
145,2016/9/30,2.27
145,2016/10/1,2.74
145,2016/10/2,1.65
145,2016/10/3,1.64
145,2016/10/4,2.31
145,2016/10/5,1.94
145,2016/10/6,2.88
145,2016/10/7,2.59
145,2016/10/8,1.61
145,2016/10/9,2.91
145,2016/10/10,2.09
145,2016/10/11,2
145,2016/10/12,3.05
145,2016/10/13,2.8
145,2016/10/14,2.02
145,2016/10/15,2.28
145,2016/10/16,7.19
145,2016/10/17,7.95
145,2016/10/18,6.82
145,2016/10/19,4.45
145,2016/10/20,7.45
145,2016/10/21,5.52
145,2016/10/22,3.93
145,2016/10/23,2.07
145,2016/10/24,3.81
145,2016/10/25,4.69
145,2016/10/26,6.84
145,2016/10/27,6.13
145,2016/10/28,4.89
145,2016/10/29,NA
145,2016/11/4,4.76
145,2016/11/5,5.65
145,2016/11/6,10.35
145,2016/11/7,4.36
145,2016/11/8,15.18
145,2016/11/9,23.87
145,2016/11/10,20.01
145,2016/11/11,8.85
145,2016/11/12,14.69
145,2016/11/13,6.52
145,2016/11/14,22.36
145,2016/11/15,10.3
145,2016/11/16,5.96
145,2016/11/17,3.79
145,2016/11/18,6.57
145,2016/11/19,6.15
145,2016/11/20,4.22
145,2016/11/21,4.9
145,2016/11/22,6.89
145,2016/11/23,6.14
145,2016/11/24,6.21
145,2016/11/25,4.66
145,2016/11/26,7.7
145,2016/11/27,3.51
145,2016/11/28,4.69
145,2016/11/29,6.03
145,2016/11/30,5.65
145,2016/12/1,5.88
145,2016/12/2,5.77
145,2016/12/3,4.92
145,2016/12/4,2.9
145,2016/12/5,4.54
145,2016/12/6,4.66
145,2016/12/7,6.29
145,2016/12/8,4.16
145,2016/12/9,4.63
145,2016/12/10,5.22
145,2016/12/11,5.38
145,2016/12/12,3.53
145,2016/12/13,5.46
145,2016/12/14,5.93
145,2016/12/15,4.88
145,2016/12/16,5.18
145,2016/12/17,4.67
145,2016/12/18,3.37
145,2016/12/19,4.38
145,2016/12/20,2.74
145,2016/12/21,7.84
145,2016/12/22,4.74
145,2016/12/23,5.32
145,2016/12/24,5.22
145,2016/12/25,4.98
145,2016/12/26,4.15
145,2016/12/27,4.66
145,2016/12/28,5.26
145,2016/12/30,6.67
145,2016/12/31,4.71
145,2017/1/1,5.61
145,2017/1/2,4.29
145,2017/1/3,4.21
145,2017/1/4,2.98
145,2017/1/5,4.32
145,2017/1/6,4.46
145,2017/1/7,5.85
145,2017/1/8,6.3
145,2017/1/9,5.22
145,2017/1/10,5.83
145,2017/1/11,6.95
145,2017/1/12,4.96
145,2017/1/13,5.06
145,2017/1/14,5.89
145,2017/1/15,3.59
145,2017/1/16,3.59
145,2017/1/17,4.7
145,2017/1/18,5.4
145,2017/1/19,5.11
145,2017/1/20,4.51
145,2017/1/21,4.49
145,2017/1/22,4.46
145,2017/1/23,5.56
145,2017/1/24,4.73
145,2017/1/25,4.59
145,2017/1/26,5.46
145,2017/1/27,5.37
145,2017/1/28,3.08
145,2017/1/29,3.71
145,2017/1/30,3.93
145,2017/1/31,3.26
145,2017/2/1,4.92
145,2017/2/2,4.5
145,2017/2/3,5.67
145,2017/2/4,3.62
145,2017/2/5,2.86
145,2017/2/6,2.42
145,2017/2/7,3.22
146,2015/1/1,3.06
146,2015/1/2,2.94
146,2015/1/3,2.86
146,2015/1/4,3.04
146,2015/1/5,2.82
146,2015/1/6,3.4
146,2015/1/7,3.42
146,2015/1/8,3.87
146,2015/1/9,3.11
146,2015/1/10,3.96
146,2015/1/11,4.05
146,2015/1/12,2.84
146,2015/1/13,2.67
146,2015/1/14,3.74
146,2015/1/15,2.7
146,2015/1/16,3.16
146,2015/1/17,3.55
146,2015/1/18,2.87
146,2015/1/19,2.63
146,2015/1/20,3.06
146,2015/1/21,3.67
146,2015/1/22,2.28
146,2015/1/23,3.48
146,2015/1/24,2.34
146,2015/1/25,3.62
146,2015/1/26,2.99
146,2015/1/27,3.33
146,2015/1/28,2.95
146,2015/1/29,3.12
146,2015/1/30,2.76
146,2015/1/31,2.93
146,2015/2/1,2.45
146,2015/2/2,3.3
146,2015/2/3,4.03
146,2015/2/4,2.94
146,2015/2/5,2.92
146,2015/2/6,2.55
146,2015/2/7,2.87
146,2015/2/8,2.14
146,2015/2/9,3.77
146,2015/2/10,3.2
146,2015/2/11,2.72
146,2015/2/12,3.4
146,2015/2/13,3.79
146,2015/2/14,2.59
146,2015/2/15,3.02
146,2015/2/16,3.21
146,2015/2/17,3.61
146,2015/2/18,1.76
146,2015/2/19,1.23
146,2015/2/20,1.28
146,2015/2/21,1.36
146,2015/2/22,1.2
146,2015/2/23,1.27
146,2015/2/24,2.17
146,2015/2/25,2.1
146,2015/2/26,2.17
146,2015/2/27,1.84
146,2015/2/28,1.79
146,2015/3/1,2.68
146,2015/3/2,2.35
146,2015/3/3,2.25
146,2015/3/4,2.06
146,2015/3/5,1.84
146,2015/3/6,1.78
146,2015/3/7,1.79
146,2015/3/8,1.85
146,2015/3/9,1.92
146,2015/3/10,2.19
146,2015/3/11,3.02
146,2015/3/12,2.06
146,2015/3/13,2.45
146,2015/3/14,2.2
146,2015/3/15,2.26
146,2015/3/16,2.2
146,2015/3/17,2.05
146,2015/3/18,2.38
146,2015/3/19,1.86
146,2015/3/20,1.85
146,2015/3/21,1.92
146,2015/3/22,1.71
146,2015/3/23,1.85
146,2015/3/24,2.01
146,2015/3/25,1.92
146,2015/3/26,1.72
146,2015/3/27,3.09
146,2015/3/28,1.73
146,2015/3/29,1.85
146,2015/3/30,2.03
146,2015/3/31,2.18
146,2015/4/1,1.84
146,2015/4/2,2.11
146,2015/4/3,1.88
146,2015/4/4,2.34
146,2015/4/5,1.92
146,2015/4/6,2.5
146,2015/4/7,2.03
146,2015/4/8,2
146,2015/4/9,2.01
146,2015/4/10,1.8
146,2015/4/11,1.95
146,2015/4/12,1.84
146,2015/4/13,1.81
146,2015/4/14,2.07
146,2015/4/15,1.95
146,2015/4/16,1.81
146,2015/4/17,1.86
146,2015/4/18,2.05
146,2015/4/19,1.76
146,2015/4/20,1.99
146,2015/4/21,1.88
146,2015/4/22,1.79
146,2015/4/23,2.31
146,2015/4/24,1.92
146,2015/4/25,2.42
146,2015/4/26,3.12
146,2015/4/27,3.52
146,2015/4/28,2.96
146,2015/4/29,2.74
146,2015/4/30,3.36
146,2015/5/1,2.39
146,2015/5/2,1.89
146,2015/5/3,1.96
146,2015/5/4,2.21
146,2015/5/5,2.83
146,2015/5/6,2.1
146,2015/5/7,2.19
146,2015/5/8,1.92
146,2015/5/9,1.93
146,2015/5/10,1.86
146,2015/5/11,2.52
146,2015/5/12,2.92
146,2015/5/13,2.73
146,2015/5/14,2.21
146,2015/5/15,2.32
146,2015/5/21,2.14
146,2015/5/22,2.39
146,2015/5/23,1.9
146,2015/5/24,2
146,2015/5/25,2.6
146,2015/5/26,2.11
146,2015/5/27,2.28
146,2015/5/28,2.23
146,2015/5/29,2.08
146,2015/5/30,2.12
146,2015/5/31,2.55
146,2015/6/1,2.59
146,2015/6/2,3.39
146,2015/6/3,2.71
146,2015/6/4,2.81
146,2015/6/5,2.96
146,2015/6/6,2.79
146,2015/6/7,2.29
146,2015/6/8,2.22
146,2015/6/9,3.3
146,2015/6/11,2.89
146,2015/6/12,2.69
146,2015/6/13,2.38
146,2015/6/14,2.3
146,2015/6/15,2.85
146,2015/6/16,2.61
146,2015/6/17,2.67
146,2015/6/18,2.6
146,2015/6/19,2.59
146,2015/6/20,2.35
146,2015/6/21,3.06
146,2015/6/22,2.65
146,2015/6/23,2.85
146,2015/6/24,2.55
146,2015/6/25,3.45
146,2015/6/26,2.84
146,2015/6/27,2.55
146,2015/6/28,1.83
146,2015/6/29,3.02
146,2015/6/30,3.01
146,2015/7/1,3.52
146,2015/7/2,2.34
146,2015/7/3,1.68
146,2015/7/4,1.66
146,2015/7/5,1.96
146,2015/7/6,2.11
146,2015/7/7,2.49
146,2015/7/8,3.37
146,2015/7/9,2.4
146,2015/7/10,2.58
146,2015/7/11,2.12
146,2015/7/12,2.03
146,2015/7/13,2.62
146,2015/7/14,2.3
146,2015/7/15,2.28
146,2015/7/16,2.69
146,2015/7/17,2.99
146,2015/7/18,2.07
146,2015/7/19,1.97
146,2015/7/20,2.1
146,2015/7/21,2.47
146,2015/7/22,2.59
146,2015/7/23,2.41
146,2015/7/24,2.1
146,2015/7/25,2.17
146,2015/7/26,2.01
146,2015/7/27,2.3
146,2015/7/28,2.39
146,2015/7/29,3.02
146,2015/7/30,3.12
146,2015/7/31,2.72
146,2015/8/1,2.17
146,2015/8/2,1.97
146,2015/8/3,2.18
146,2015/8/4,2.54
146,2015/8/5,2.11
146,2015/8/6,2.04
146,2015/8/7,2.07
146,2015/8/8,2.12
146,2015/8/9,1.96
146,2015/8/10,2.17
146,2015/8/11,2.19
146,2015/8/12,2.46
146,2015/8/13,2.08
146,2015/8/14,2.19
146,2015/8/15,2.23
146,2015/8/16,1.99
146,2015/8/17,2.07
146,2015/8/18,2.14
146,2015/8/19,2.23
146,2015/8/20,2.49
146,2015/8/21,2.32
146,2015/8/22,2.39
146,2015/8/23,1.98
146,2015/8/24,2.24
146,2015/8/25,2.58
146,2015/8/26,2.66
146,2015/8/27,2.3
146,2015/8/28,2.13
146,2015/8/29,1.97
146,2015/8/30,1.96
146,2015/8/31,2.25
146,2015/9/1,2.23
146,2015/9/2,2.44
146,2015/9/3,1.98
146,2015/9/4,2.42
146,2015/9/5,2.13
146,2015/9/6,2.25
146,2015/9/7,1.93
146,2015/9/8,2.08
146,2015/9/9,2.11
146,2015/9/10,2.13
146,2015/9/11,2.1
146,2015/9/12,2.2
146,2015/9/13,1.5
146,2015/9/14,1.85
146,2015/9/15,2.01
146,2015/9/16,1.8
146,2015/9/17,2
146,2015/9/18,1.81
146,2015/9/19,1.82
146,2015/9/20,1.84
146,2015/9/21,2.1
146,2015/9/22,1.82
146,2015/9/23,2.28
146,2015/9/24,1.91
146,2015/9/25,2.09
146,2015/9/26,1.87
146,2015/9/27,1.9
146,2015/9/28,1.95
146,2015/9/29,1.02
146,2015/9/30,1.45
146,2015/10/1,1
146,2015/10/2,0.85
146,2015/10/3,0.82
146,2015/10/4,1.23
146,2015/10/5,2.84
146,2015/10/6,1.65
146,2015/10/7,1.68
146,2015/10/8,1.88
146,2015/10/9,1.16
146,2015/10/10,1.16
146,2015/10/11,0.98
146,2015/10/12,1.62
146,2015/10/13,1.11
146,2015/10/14,1.46
146,2015/10/15,1.56
146,2015/10/16,1.04
146,2015/10/17,1.84
146,2015/10/18,0.97
146,2015/10/19,2.66
146,2015/10/20,1.64
146,2015/10/21,2.27
146,2015/10/22,1.6
146,2015/10/23,1.41
146,2015/10/24,1.23
146,2015/10/25,1.69
146,2015/10/26,1.72
146,2015/10/27,2.15
146,2015/10/28,1.8
146,2015/10/29,1.69
146,2015/10/30,1.57
146,2015/10/31,1.49
146,2015/11/1,1.59
146,2015/11/2,1.63
146,2015/11/3,2.32
146,2015/11/4,1.61
146,2015/11/5,2.12
146,2015/11/6,2.34
146,2015/11/7,1.72
146,2015/11/8,1.5
146,2015/11/9,2.61
146,2015/11/10,1.9
146,2015/11/11,2.25
146,2015/11/12,2.58
146,2015/11/13,2.31
146,2015/11/14,1.87
146,2015/11/15,1.96
146,2015/11/16,3.29
146,2015/11/17,2.08
146,2015/11/18,2.13
146,2015/11/19,1.74
146,2015/11/20,2.92
146,2015/11/21,2.33
146,2015/11/22,2
146,2015/11/23,2.56
146,2015/11/24,2.9
146,2015/11/25,2.52
146,2015/11/26,2.42
146,2015/11/27,2.75
146,2015/11/28,1.96
146,2015/11/29,1.91
146,2015/11/30,2.44
146,2015/12/1,2.13
146,2015/12/2,2.02
146,2015/12/3,2.1
146,2015/12/4,1.88
146,2015/12/5,2.1
146,2015/12/6,1.87
146,2015/12/7,2.99
146,2015/12/8,2.59
146,2015/12/9,2.58
146,2015/12/10,3.08
146,2015/12/11,1.98
146,2015/12/12,1.81
146,2015/12/13,2.02
146,2015/12/14,2.93
146,2015/12/15,2.07
146,2015/12/16,2.06
146,2015/12/17,2.35
146,2015/12/18,3.01
146,2015/12/19,3.1
146,2015/12/20,1.89
146,2015/12/21,1.77
146,2015/12/22,2.55
146,2015/12/23,2.41
146,2015/12/24,2.56
146,2015/12/25,2.73
146,2015/12/26,2.75
146,2015/12/27,2.73
146,2015/12/28,2.6
146,2015/12/29,3.74
146,2015/12/30,2.6
146,2015/12/31,2.93
146,2016/1/1,2.5
146,2016/1/2,2.61
146,2016/1/3,4.03
146,2016/1/4,2.43
146,2016/1/5,2.55
146,2016/1/6,3.04
146,2016/1/7,3.42
146,2016/1/8,3.29
146,2016/1/9,2.58
146,2016/1/10,2.35
146,2016/1/11,2.75
146,2016/1/12,3.01
146,2016/1/13,2.92
146,2016/1/14,2.66
146,2016/1/15,2.67
146,2016/1/16,2.82
146,2016/1/17,3.28
146,2016/1/18,2.71
146,2016/1/19,2.68
146,2016/1/20,3.03
146,2016/1/21,2.9
146,2016/1/22,2.35
146,2016/1/23,2.98
146,2016/1/24,3.42
146,2016/1/25,2.95
146,2016/1/26,2.85
146,2016/1/27,3.39
146,2016/1/28,2.53
146,2016/1/29,2.31
146,2016/1/30,2.88
146,2016/1/31,3.58
146,2016/2/1,3.05
146,2016/2/2,2.38
146,2016/2/3,2.49
146,2016/2/4,2.54
146,2016/2/5,2.37
146,2016/2/6,2.78
146,2016/2/7,1.06
146,2016/2/8,1.05
146,2016/2/9,1.14
146,2016/2/10,0
146,2016/2/11,0
146,2016/2/12,1.87
146,2016/2/13,2.75
146,2016/2/14,2.2
146,2016/2/15,2.58
146,2016/2/16,3.27
146,2016/2/17,2.86
146,2016/2/18,2.79
146,2016/2/19,2.41
146,2016/2/20,2.39
146,2016/2/21,2.96
146,2016/2/22,2.38
146,2016/2/23,2.69
146,2016/2/24,2.24
146,2016/2/25,1.84
146,2016/2/26,2.19
146,2016/2/27,2.63
146,2016/2/28,2.18
146,2016/2/29,2.12
146,2016/3/1,2.59
146,2016/3/2,2.26
146,2016/3/3,3.16
